Jogo: Terraria | 🏆 Troféu: Timber!! | 📝 Como platinar: Chop down your first tree.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Emissário em comboio | 📝 Como platinar: Após construir a maravilha Apadana, construa 7 maravilhas adicionais na mesma cidade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Não há mais mundos a conquistar | 📝 Como platinar: Vença Conquistas de Alexandre em qualquer dificuldade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Você é o Indiscutivelmente Grande | 📝 Como platinar: Alcance o nível mais alto possível em Conquistas de Alexandre na dificuldade Divindade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Ele batizou todas em homenagem a si? | 📝 Como platinar: Estabeleça quatro cidades em Conquistas de Alexandre em qualquer dificuldade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Panóplia resplandecente | 📝 Como platinar: Possua o seguinte após conquistar uma cidade em Conquistas de Alexandre: Hoplita, Arqueiro Montado Saka, Carruagem Arqueira Maryannu, Imortais e Varu.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Eu saciei sua sede de sangue | 📝 Como platinar: Jogando como Cítia, recapture uma cidade que você fundou da Pérsia.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Belo jogo, novata | 📝 Como platinar: Vença um jogo normal como Amanitore.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Esquema em Pirâmide | 📝 Como platinar: Como a Núbia, ganhe seis bônus de adjacência diferentes em uma Pirâmide Núbia.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Reivindicação da Quarta Catarata | 📝 Como platinar: Jogando como Egito, em um jogo normal, conquiste a capital núbia original em 10 turnos após declarar uma guerra formal contra a Núbia.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A 25ª Dinastia | 📝 Como platinar: Jogando como a Núbia, liberte a capital egípcia original em uma guerra de libertação com o conquistador da capital.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Convicção Forçada | 📝 Como platinar: Após construir a maravilha Jebel Barkal, ganhe 28 de fé por turno em seu painel.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Vento para o Deus dos Ventos | 📝 Como platinar: Vença Dádivas do Nilo em qualquer dificuldade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A-Nilo-quilação Total | 📝 Como platinar: Jogando Dádivas do Nilo como o Egito, vença na dificuldade Divindade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Kermagedon | 📝 Como platinar: Jogando Dádivas do Nilo como a Núbia, vença na dificuldade Divindade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Mar do Arco | 📝 Como platinar: Jogando Dádivas do Nilo como a Núbia, funde uma cidade costeira no Mar Mediterrâneo.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Do Mediterrâneo ao Vermelho | 📝 Como platinar: Jogando Dádivas do Nilo como o Egito, conquiste Irem e Punt.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Cardamomo, mangas e elefantes | 📝 Como platinar: Vença um jogo normal como Jayavarman VII.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Tudo sob as asas da garuda | 📝 Como platinar: Vença um jogo normal como Gitarja.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: O que a mente busca? Transcendência.  | 📝 Como platinar: Vença o cenário "Caminho para o nirvana" em qualquer dificuldade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: O que é transcendência? Nirvana.  | 📝 Como platinar: Vença o cenário "Caminho para o nirvana" na dificuldade Divindade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Wats para todos | 📝 Como platinar: Construa Angkor Wat e um wat em Angkor Wat.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Talassocracias comandam  | 📝 Como platinar: Tenha 5 cidades em massas de terra de 5 painéis ou menos com a Indonésia.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Tente tirar a pedra da minha mão  | 📝 Como platinar: Tenha um monge guerreiro com 4 promoções.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Cura iluminada | 📝 Como platinar: Com um guru, cure 7 unidades religiosas com uma ação.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Muitos sinais e maravilhas  | 📝 Como platinar: Construa as 3 maravilhas do cenário "Caminho para o nirvana".
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Você teria um momento para falar sobre salvação? | 📝 Como platinar: Converta 3 Cidades Sagradas inimigas no cenário "Caminho para o nirvana".
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: uSuthu! uSuthu! | 📝 Como platinar: Vença um jogo normal como Shaka.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Esplendor ardente | 📝 Como platinar: Vença um jogo normal como Chandragupta.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Um pequeno país, um grande povo e muito cansada | 📝 Como platinar: Vença um jogo normal como Rainha Guilhermina.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Senhor de todos que moram em tendas de feltro | 📝 Como platinar: Vença um jogo normal como Genghis Khan.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Das peônias ao Doricheon | 📝 Como platinar: Vença um jogo normal como Rainha Seondeok.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Que o doce sangue mostre a força generosa | 📝 Como platinar: Vença um jogo normal como Roberto de Bruce.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Radiante como a luz do sol | 📝 Como platinar: Vença um jogo normal como Tamara.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Feitos de quem menospreza a monarquia | 📝 Como platinar: Vença um jogo normal como Lautaro.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Justiça e paz duradoura | 📝 Como platinar: Vença um jogo normal como Poundmaker.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Mestre e comandante | 📝 Como platinar: Vença um jogo normal no mapa Arquipélago.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Colonialismo às avessas | 📝 Como platinar: Capture a capital original de Filipe II como Lautaro. 
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Comprando seus deels e escutando sua garganta cantar | 📝 Como platinar: Conquiste uma Vitória Cultural como Genghis.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Sete triplo | 📝 Como platinar: Tenha sete cidades e sete De Zeven Provincien no começo do turno como Guilhermina.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Mulligan | 📝 Como platinar: Construa um Campo de Golfe em um painel onde você já tentou construir uma Maravilha, mas outra civilização a concluiu primeiro.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Confederação de Adamantino | 📝 Como platinar: Tenha uma aliança ativa de cada tipo como Poundmaker.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Pensei que essa piada já era passado | 📝 Como platinar: Lance uma arma nuclear como Chandragupta.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Seminário avançado de astrofísica | 📝 Como platinar: Construa um distrito de Espaçoporto ao lado de um Seowon como Seondeok.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Ibutho | 📝 Como platinar: Treine guerreiros Impi usando o distrito de Ikanda como Shaka.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Rainha Tamara, divina e justa | 📝 Como platinar: Tenha todas as cidades-estados da partida seguindo a religião que você fundou como Tamara.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Especialista no assunto | 📝 Como platinar: Tenha um Governador com todas as promoções
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Reunindo a banda | 📝 Como platinar: Desbloqueie todos os Governadores e faça com que estejam todos estabelecidos ao mesmo tempo antes do jogo entrar na Era Industrial.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Rainha do drama | 📝 Como platinar: Participe ou seja alvo de 3 Emergências em uma única partida.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Maldita seja a sua traição! | 📝 Como platinar: Participe de uma Emergência de Traição.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A rainha mais negra | 📝 Como platinar: Construa uma Agência de Inteligência como França.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Brotheragem | 📝 Como platinar: Alcance o nível máximo de aliança com Gilgamesh.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Um novo dia para morrer | 📝 Como platinar: Neutralize um Governador com um Espião.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: O ciclo da vida | 📝 Como platinar: Construa uma Aquicultura adjacente à Grande Barreira de Coral.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A pomba e o ramo de oliveira  | 📝 Como platinar: Faça um acordo de paz que inclua você oferecendo ou recebendo Azeitonas.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Maratona de compras | 📝 Como platinar: Tenha 10 Shoppings ao mesmo tempo na sua civilização.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Situações desesperadas pedem medidas desesperadas | 📝 Como platinar: Designe uma Política da Idade das Trevas ao seu governo.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Amigo da onça | 📝 Como platinar: Obtenha o controle da cidade de um aliado após ela se tornar desleal e opte por ficar com ela.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Vingança de Elcano | 📝 Como platinar: Seja o primeiro jogador a circum-navegar o mundo após Fernão de Magalhães ser recrutado por outro jogador.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Azarão | 📝 Como platinar: Vença o jogo durante a Idade das Trevas.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Tributação sem representação | 📝 Como platinar: Como Inglaterra, perca uma cidade por deslealdade que tenha um Governador Financeiro estabelecido.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A vitória pertence ao mais perseverante | 📝 Como platinar: Alcance uma Era Heroica.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Eu vou reinventar a roda | 📝 Como platinar: Ganhe três Eras de Ouro seguidas.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: O que poderia dar errado? | 📝 Como platinar: Tenha Âmbar melhorado em uma cidade com Zoológico e um Museu Arqueológico no começo do turno.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Metroplex | 📝 Como platinar: Cerque totalmente o seu Edifício Administrativo com distritos e maravilhas próprias no começo do turno.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Tesouros do céu e da terra | 📝 Como platinar: Vença um jogo como Mansa Musa.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Senhor de Tahuantinsuyo | 📝 Como platinar: Vença um jogo como Pachacuti.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Rainha de Byrsa | 📝 Como platinar: Vença um jogo como Dido.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Padishah Efendim | 📝 Como platinar: Vença um jogo como Solimão, o Magnífico.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A vencedora leva tudo | 📝 Como platinar: Vença um jogo como Cristina.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Caminho do sol | 📝 Como platinar: Vença um jogo como Wilfrid Laurier.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Imperatriz da corte de amor | 📝 Como platinar: Vença um jogo como Leonor da Aquitânia.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: As láureas das virtudes e das letras | 📝 Como platinar: Vença um jogo como Matias Corvino.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Tu Meke | 📝 Como platinar: Vença um jogo como Kupe.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: A arte de dizer a verdade | 📝 Como platinar: Conquiste uma Vitória Diplomática.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Rivais no gelo | 📝 Como platinar: Jogando como a Rússia, conquiste uma cidade com um rinque de hóquei no gelo.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Simulador de Escavação do Sid Meier | 📝 Como platinar: Use duas cidades e o Canal do Panamá para fazer 7 painéis de terra contínuos atravessáveis por navios.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Sonho de engenheiro | 📝 Como platinar: Tenha um canal, represa, aqueduto, ferrovia, Ponte Golden Gate e túnel na montanha em uma cidade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Quando a diplomacia falha | 📝 Como platinar: Faça um Robô Gigante da Morte completamente melhorado capturar uma cidade.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Chapéu Panamá | 📝 Como platinar: Construa o Canal do Panamá como Teddy Roosevelt.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Ataque surpresa | 📝 Como platinar: Mova uma unidade militar para o painel de um inimigo usando um túnel na montanha (ou Qhapaq Ñan).
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: O grande show | 📝 Como platinar: Faça uma de suas unidades de Banda de Rock realizar um show adjacente a uma melhoria exclusiva de Pā Maori.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Stonehenge submersa | 📝 Como platinar: Faça Stonehenge submergir devido à inundação costeira.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Deus do rock | 📝 Como platinar: Não tenha nenhuma cidade seguindo sua religião, e converta uma cidade para a sua religião usando uma unidade de Banda de Rock.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Nobeleza | 📝 Como platinar: Consiga o primeiro lugar em todos os três Prêmios Nobel no mesmo jogo.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Afogando as queixas | 📝 Como platinar: Conquiste uma resolução de Vitória Diplomática e use-a para reduzir o progresso de outro jogador para essa vitória.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Pacificador | 📝 Como platinar: Como Wilfrid Laurier, conclua uma Emergência com sucesso.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Escudo da cristandade | 📝 Como platinar: Como a Hungria, tenha o cristianismo como sua religião dominante e derrote uma unidade cuja civilização tenha uma religião dominante diferente do cristianismo.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: É batata! | 📝 Como platinar: Como Pachacuti, construa um terraço de cultivo adjacente a 2 aquedutos e 4 montanhas.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Ninguém simplesmente entra no Ngauruhoe | 📝 Como platinar: Como os Maori, faça um Maori Toa descobrir o vulcão Ngauruhoe.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Peregrinação | 📝 Como platinar: Como Mansa Musa, envie uma rota comercial para Meca que dê pelo menos 30 de ouro ao jogador que a enviou.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Reino púrpura | 📝 Como platinar: Como Dido, conclua o projeto Transferência da Capital em 4 continentes diferentes.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Manjar turco | 📝 Como platinar: Como os otomanos, capture a capital de outra civilização e mude o nome dela.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Smörgåsbord | 📝 Como platinar: Como Cristina, no início de um turno, tenha cidades em cinco tipos de terrenos diferentes (neve, tundra, deserto, planície e pradaria) e tenha museus a céu aberto em todas elas.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Nova velha chefe | 📝 Como platinar: Como Leonor, ganhe uma cidade que era de uma civilização diferente com Leonor como líder.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: Vamos combinar nossos poderes. Ei, falta o Coração! | 📝 Como platinar: Tenha uma cidade com um parque eólico, uma fazenda solar, uma represa hidrelétrica e uma usina geotérmica.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: À neutralidade de carbono | 📝 Como platinar: Conclua o projeto Recaptura de Carbono 10 vezes em uma única partida.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: O futuro chegou | 📝 Como platinar: Seja o primeiro a completar todas as tecnologias na Era Futura em um jogo com 8 ou mais jogadores.
Jogo: Sid Meier’s Civilization® VI | 🏆 Troféu: E as muralhas desabaram | 📝 Como platinar: Faça sua cidade romana perder 6 de população com uma erupção do Vesúvio.
